,@workoutActivityType,@duration,@durationUnit,@totalDistance,@totalDistanceUnit,@totalEnergyBurned,@totalEnergyBurnedUnit,@sourceName,@sourceVersion,@device,@creationDate,@startDate,@endDate,MetadataEntry,WorkoutEvent,WorkoutRoute
0,HKWorkoutActivityTypeRowing,4.832570368051529,min,0,mi,23.92584147327386,Cal,BTE-Watch,5.1.3,"<<HKDevice: 0x2825e8190>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,2, software:5.1.3>",2019-04-25 00:56:48 -0400,2019-04-25 00:51:58 -0400,2019-04-25 00:56:48 -0400,"[OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '64 degF')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '6900 %')])]",,
1,HKWorkoutActivityTypeWalking,24.73812122941017,min,0.6411391989943245,mi,87.32317085165951,Cal,BTE-Watch,5.1.3,"<<HKDevice: 0x2825e8190>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,2, software:5.1.3>",2019-05-03 20:59:00 -0400,2019-05-03 20:34:15 -0400,2019-05-03 20:59:00 -0400,"[OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '71 degF')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '8400 %')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-03 20:34:15 -0400'), ('@duration', '20.1583618024985'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-03 20:54:25 -0400'), ('@duration', '4.307579809427262'), ('@durationUnit', 'min')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.2'), ('@creationDate', '2019-05-03 21:05:24 -0400'), ('@startDate', '2019-05-03 20:44:46 -0400'), ('@endDate', '2019-05-03 20:58:58 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'E68CFFFD-A9E8-4C71-B28D-84CE8831067E')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-05-03_8.58pm.gpx')]))])"
2,HKWorkoutActivityTypeWalking,24.6531966427962,min,1.188152842233366,mi,134.0829999999996,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-05-22 19:34:36 -0400,2019-05-22 19:09:55 -0400,2019-05-22 19:34:35 -0400,"[OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '65 degF')]), OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/Montreal')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '3600 %')]), OrderedDict([('@key', 'HKElevationAscended'), ('@value', '4568 cm')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-22 19:09:55 -0400'), ('@duration', '13.04570073286692'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-22 19:09:55 -0400'), ('@duration', '19.68526556690534'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-22 19:22:58 -0400'), ('@duration', '11.32139583230019'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-22 19:29:36 -0400'), ('@duration', '4.68183099826177'), ('@durationUnit', 'min')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3'), ('@creationDate', '2019-05-22 20:38:07 -0400'), ('@startDate', '2019-05-22 19:20:01 -0400'), ('@endDate', '2019-05-22 19:34:34 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '92D72A97-1146-4E8A-9CF2-8FEC29C61EDD')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-05-22_7.34pm.gpx')]))])"
3,HKWorkoutActivityTypeRunning,34.81727663477262,min,3.650833687243637,mi,444.7050486564716,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-05-24 15:14:31 -0400,2019-05-24 14:38:21 -0400,2019-05-24 15:14:29 -0400,"[OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '74 degF')]), OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '4800 %')]), OrderedDict([('@key', 'HKElevationAscended'), ('@value', '5448 cm')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:38:21 -0400'), ('@duration', '4.701011663675308'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:38:21 -0400'), ('@duration', '7.643918712933858'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-24 14:38:21 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-24 14:38:22 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:43:03 -0400'), ('@duration', '6.436833057800929'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:45:59 -0400'), ('@duration', '11.50733910401662'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-24 14:46:12 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypePause'), ('@date', '2019-05-24 14:46:13 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeResume'), ('@date', '2019-05-24 14:47:32 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-24 14:47:32 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-24 14:47:35 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:49:29 -0400'), ('@duration', '6.776528930664062'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:56:15 -0400'), ('@duration', '6.095899228254954'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 14:57:30 -0400'), ('@duration', '10.82357099254926'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 15:02:21 -0400'), ('@duration', '6.774908417463303'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 15:08:19 -0400'), ('@duration', '6.09545214176178'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-24 15:09:08 -0400'), ('@duration', '5.285099653402964'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-24 15:14:26 -0400')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3'), ('@creationDate', '2019-05-24 15:15:32 -0400'), ('@startDate', '2019-05-24 14:38:21 -0400'), ('@endDate', '2019-05-24 15:14:28 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '67E9E1FE-D5B4-41B7-A5E4-9EFBDBFB9AAE')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-05-24_3.14pm.gpx')]))])"
4,HKWorkoutActivityTypeRunning,37.79503674904505,min,3.709449108536509,mi,498.7895039472913,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-05-27 10:48:54 -0400,2019-05-27 10:06:54 -0400,2019-05-27 10:48:53 -0400,"[OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '75 degF')]), OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '4900 %')]), OrderedDict([('@key', 'HKElevationAscended'), ('@value', '4700 cm')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:06:54 -0400'), ('@duration', '7.825830161571503'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:06:54 -0400'), ('@duration', '11.49348218441009'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:06:54 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypePause'), ('@date', '2019-05-27 10:06:58 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeResume'), ('@date', '2019-05-27 10:08:54 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:08:54 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-27 10:08:55 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:14:43 -0400'), ('@duration', '7.459331291913986'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:18:17 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-27 10:18:23 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:18:23 -0400'), ('@duration', '12.65812457601229'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:18:26 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypePause'), ('@date', '2019-05-27 10:18:35 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeResume'), ('@date', '2019-05-27 10:19:50 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:19:50 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-27 10:19:54 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:22:11 -0400'), ('@duration', '6.26783946553866'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:28:27 -0400'), ('@duration', '7.374742990732193'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypePause'), ('@date', '2019-05-27 10:29:19 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeResume'), ('@date', '2019-05-27 10:30:19 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:30:20 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-27 10:30:26 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:31:03 -0400'), ('@duration', '10.36027383009593'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:35:49 -0400'), ('@duration', '6.266547665993373'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:41:24 -0400'), ('@duration', '7.416436682144801'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-27 10:42:05 -0400'), ('@duration', '6.734025696913402'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:42:40 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-27 10:42:49 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-27 10:48:43 -0400')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3'), ('@creationDate', '2019-05-27 10:49:00 -0400'), ('@startDate', '2019-05-27 10:04:13 -0400'), ('@endDate', '2019-05-27 10:48:52 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '2710B0B7-89B1-4980-9A0D-80D6FC23EFA1')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-05-27_10.48am.gpx')]))])"
5,HKWorkoutActivityTypeRunning,17.58376300136248,min,2.117275179040544,mi,261.7679896190283,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-05-31 10:44:30 -0400,2019-05-31 10:26:54 -0400,2019-05-31 10:44:29 -0400,"[OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '67 degF')]), OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '8400 %')]), OrderedDict([('@key', 'HKElevationAscended'), ('@value', '1936 cm')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:26:54 -0400'), ('@duration', '4.870224642753601'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:26:54 -0400'), ('@duration', '8.111280554533005'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-05-31 10:26:55 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-05-31 10:26:55 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:31:47 -0400'), ('@duration', '5.031742006540298'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:35:01 -0400'), ('@duration', '8.652420912186304'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:36:48 -0400'), ('@duration', '5.881360145409902'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:42:41 -0400'), ('@duration', '1.747994140783946'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-05-31 10:43:40 -0400'), ('@duration', '0.7676194687684377'), ('@durationUnit', 'min')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3'), ('@creationDate', '2019-05-31 10:44:42 -0400'), ('@startDate', '2019-05-31 10:26:56 -0400'), ('@endDate', '2019-05-31 10:44:28 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '0C3135A2-5EE5-42AD-B399-2751613A1911')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-05-31_10.44am.gpx')]))])"
6,HKWorkoutActivityTypeRunning,22.57568228443464,min,2.230694825188551,mi,300.9302313147142,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-06-17 20:22:02 -0400,2019-06-17 19:59:26 -0400,2019-06-17 20:22:01 -0400,"[OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '69 degF')]), OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '8500 %')]), OrderedDict([('@key', 'HKElevationAscended'), ('@value', '2267 cm')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 19:59:26 -0400'), ('@duration', '4.910470873117447'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 19:59:26 -0400'), ('@duration', '8.066043772300084'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-06-17 19:59:27 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-06-17 19:59:28 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 20:04:21 -0400'), ('@duration', '5.330137544870377'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 20:07:30 -0400'), ('@duration', '8.486219523350398'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 20:09:41 -0400'), ('@duration', '5.202838019529978'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 20:14:53 -0400'), ('@duration', '7.069899880886078'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-17 20:15:59 -0400'), ('@duration', '5.961083022753398'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-06-17 20:18:24 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-06-17 20:18:30 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-06-17 20:18:56 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-06-17 20:19:38 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionPaused'), ('@date', '2019-06-17 20:19:39 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-06-17 20:21:42 -0400')]), OrderedDict([('@type', 'HKWorkoutEventTypeMotionResumed'), ('@date', '2019-06-17 20:22:00 -0400')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3.1'), ('@creationDate', '2019-06-17 20:22:13 -0400'), ('@startDate', '2019-06-17 19:59:28 -0400'), ('@endDate', '2019-06-17 20:22:00 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'E1ED7196-4485-4C83-83EA-3629C1110F22')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-06-17_8.22pm.gpx')]))])"
7,HKWorkoutActivityTypeWalking,17.54830035567284,min,0.7599675761207647,mi,81.87854909598282,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-06-22 16:41:35 -0400,2019-06-22 16:24:01 -0400,2019-06-22 16:41:34 -0400,"[OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '80 degF')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '3500 %')])]","[OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-22 16:24:01 -0400'), ('@duration', '11.47134167551994'), ('@durationUnit', 'min')]), OrderedDict([('@type', 'HKWorkoutEventTypeSegment'), ('@date', '2019-06-22 16:35:29 -0400'), ('@duration', '5.959651851654053'), ('@durationUnit', 'min')])]","OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3.1'), ('@creationDate', '2019-06-22 16:44:33 -0400'), ('@startDate', '2019-06-22 16:34:08 -0400'), ('@endDate', '2019-06-22 16:41:34 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '477980B6-693A-4357-BA92-39A35D54A95E')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-06-22_4.41pm.gpx')]))])"
8,HKWorkoutActivityTypeWalking,16.66993658343951,min,0.6042713355638886,mi,59.67040277346825,Cal,BTE-Watch,5.2.1,"<<HKDevice: 0x2825e8320>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,2, software:5.2.1>",2019-06-22 21:48:05 -0400,2019-06-22 21:31:25 -0400,2019-06-22 21:48:05 -0400,"[OrderedDict([('@key', 'HKTimeZone'), ('@value', 'America/New_York')]), OrderedDict([('@key', 'HKIndoorWorkout'), ('@value', '0')]), OrderedDict([('@key', 'HKWeatherTemperature'), ('@value', '70 degF')]), OrderedDict([('@key', 'HKWeatherHumidity'), ('@value', '6000 %')])]",,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '12.3.1'), ('@creationDate', '2019-06-22 21:48:18 -0400'), ('@startDate', '2019-06-22 21:41:29 -0400'), ('@endDate', '2019-06-22 21:48:03 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '86486125-A99C-421C-A087-FA6AEA3DC6EE')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2019-06-22_9.48pm.gpx')]))])"
