,Type,Duration,Calories,@totalEnergyBurnedUnit,Date,WorkoutRoute
249,Walk,21.69509994983673,109.182,Cal,2021-02-08 13:10:09,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-08 13:10:10 -0400'), ('@startDate', '2021-02-08 12:48:25 -0400'), ('@endDate', '2021-02-08 13:03:48 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'FFF3FC16-13A6-4AEF-9BD8-AD24801D1E4A')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-08_12.03pm.gpx')]))])"
250,Walk,15.01301568349202,77.52925459079957,Cal,2021-02-08 15:47:50,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-08 15:47:51 -0400'), ('@startDate', '2021-02-08 15:33:48 -0400'), ('@endDate', '2021-02-08 15:42:33 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '9154AA48-7309-4B21-8004-0B75CA274274')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-08_2.42pm.gpx')]))])"
251,Walk,14.53983361721039,81.05781108439785,Cal,2021-02-08 16:57:28,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-08 16:57:28 -0400'), ('@startDate', '2021-02-08 16:42:53 -0400'), ('@endDate', '2021-02-08 16:50:49 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '4638865C-4CAF-454B-B858-7A6F317B6575')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-08_3.50pm.gpx')]))])"
252,Strength,40.44180659850439,376.4184418574553,Cal,2021-02-08 18:44:37,
253,Walk,16.03755584955216,84.40905239951248,Cal,2021-02-08 20:17:44,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-08 20:17:44 -0400'), ('@startDate', '2021-02-08 20:11:47 -0400'), ('@endDate', '2021-02-08 20:17:42 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '17E9E028-33D1-4EA5-8161-4D6C397BE8EF')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-08_7.17pm.gpx')]))])"
254,Walk,41.4176405330499,207.7549576865369,Cal,2021-02-09 16:26:29,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-09 16:26:31 -0400'), ('@startDate', '2021-02-09 15:45:02 -0400'), ('@endDate', '2021-02-09 16:16:48 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '3FA5C9ED-E15D-4EB3-B08F-9184EDA73317')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-09_3.16pm.gpx')]))])"
255,Walk,21.69381626447042,122.9151433283317,Cal,2021-02-09 19:07:28,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-09 19:07:29 -0400'), ('@startDate', '2021-02-09 19:02:30 -0400'), ('@endDate', '2021-02-09 19:07:27 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'EB54A945-E039-4A81-A2B7-CD8BFAA96A7F')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-09_6.07pm.gpx')]))])"
256,Run,25.90123566786448,398.9160000000005,Cal,2021-02-09 19:35:18,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-09 19:35:19 -0400'), ('@startDate', '2021-02-09 19:09:21 -0400'), ('@endDate', '2021-02-09 19:35:14 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '8F0E377A-3933-4FAA-B4B7-51D8FEC096AD')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-09_6.35pm.gpx')]))])"
257,Strength,32.32496075034142,390.7756446345117,Cal,2021-02-09 20:27:30,
258,Walk,20.15070267120997,109.1797313626955,Cal,2021-02-10 13:25:58,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-10 13:25:59 -0400'), ('@startDate', '2021-02-10 13:15:52 -0400'), ('@endDate', '2021-02-10 13:25:57 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'AFFFBE53-70CC-40B2-88ED-13CBF2C27DCC')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-10_12.25pm.gpx')]))])"
259,Walk,67.12205844918887,420.4514334184673,Cal,2021-02-11 14:11:01,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-11 14:11:03 -0400'), ('@startDate', '2021-02-11 13:05:41 -0400'), ('@endDate', '2021-02-11 14:10:51 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '8DB78580-66C9-4483-9FDB-589AAA833160')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-11_1.10pm.gpx')]))])"
260,Walk,17.79515190124512,120.0148323079573,Cal,2021-02-12 11:53:28,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-12 11:53:29 -0400'), ('@startDate', '2021-02-12 11:36:57 -0400'), ('@endDate', '2021-02-12 11:52:39 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'FD0303BA-C5FD-4D12-BD23-C62C08AFE0CD')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-12_10.52am.gpx')]))])"
261,Walk,14.53065991600355,89.70178276355257,Cal,2021-02-12 13:05:44,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-12 13:05:45 -0400'), ('@startDate', '2021-02-12 12:51:13 -0400'), ('@endDate', '2021-02-12 13:05:29 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '261C156D-79A4-4898-A72A-DEF51BCF6B8D')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-12_12.05pm.gpx')]))])"
262,Walk,55.58432851632436,190.2670346439861,Cal,2021-02-12 16:13:40,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-12 16:13:42 -0400'), ('@startDate', '2021-02-12 15:20:01 -0400'), ('@endDate', '2021-02-12 16:13:37 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'F9D27C32-E9C3-4714-8712-24C0A656EE59')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-12_3.13pm.gpx')]))])"
263,Walk,23.1165341158708,246.9698288656041,Cal,2021-02-17 00:03:12,
264,Run,18.18125121593475,280.8980847453071,Cal,2021-02-17 00:21:33,
265,Strength,11.47346795002619,145.5268716411012,Cal,2021-02-17 01:03:44,
266,Walk,12.37871013283729,97.35536888037224,Cal,2021-02-17 11:21:09,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-17 11:21:10 -0400'), ('@startDate', '2021-02-17 11:08:45 -0400'), ('@endDate', '2021-02-17 11:20:26 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '197F7E51-BB17-4E7C-9FCC-09A13908CB30')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-17_10.20am.gpx')]))])"
267,Walk,18.7851291000843,87.67230838680702,Cal,2021-02-17 13:17:50,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-17 13:17:51 -0400'), ('@startDate', '2021-02-17 12:59:01 -0400'), ('@endDate', '2021-02-17 13:09:20 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '82FF0551-FEAB-4728-B032-92786415736B')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-17_12.09pm.gpx')]))])"
268,Walk,16.27841815153758,92.0054407635869,Cal,2021-02-17 15:35:09,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-17 15:35:11 -0400'), ('@startDate', '2021-02-17 15:28:57 -0400'), ('@endDate', '2021-02-17 15:31:02 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '062F42A2-F35D-4AE8-B5BC-0158C7FFABD0')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-17_2.31pm.gpx')]))])"
269,Strength,41.45724939902623,236.8312768014661,Cal,2021-02-17 20:02:44,
270,Walk,37.0834089199702,242.3290176537499,Cal,2021-02-18 17:43:54,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-18 17:43:56 -0400'), ('@startDate', '2021-02-18 17:16:56 -0400'), ('@endDate', '2021-02-18 17:43:52 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '644CE0B9-4976-41FF-8B7E-159DD37417E0')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-18_4.43pm.gpx')]))])"
271,Walk,4.976260550816854,39.64596210679373,Cal,2021-02-18 22:35:47,
272,Run,18.37528220017751,276.4309930726607,Cal,2021-02-18 22:54:32,
273,Run,13.10542256633441,180.8818818394292,Cal,2021-02-18 23:07:47,
274,Walk,24.89511441588402,138.8347234491923,Cal,2021-02-19 11:10:23,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-19 11:10:24 -0400'), ('@startDate', '2021-02-19 10:47:43 -0400'), ('@endDate', '2021-02-19 11:08:59 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '4D5CACDD-EB57-4537-A61C-C2046D44B5E7')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-19_10.08am.gpx')]))])"
275,Run,1.25035751859347,15.42259145846077,Cal,2021-02-19 21:25:49,
276,Run,26.50652890006701,429.4559999999988,Cal,2021-02-19 21:52:37,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-19 21:52:38 -0400'), ('@startDate', '2021-02-19 21:26:03 -0400'), ('@endDate', '2021-02-19 21:52:34 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'AB697899-9F5C-42F5-90DC-B397F0065E11')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-19_8.52pm.gpx')]))])"
277,Walk,16.42260195016861,118.6173712501929,Cal,2021-02-19 22:35:52,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-19 22:35:54 -0400'), ('@startDate', '2021-02-19 21:52:41 -0400'), ('@endDate', '2021-02-19 22:07:06 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '8B6643EC-4DA1-4994-A54B-0BEAB357377D')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-19_9.07pm.gpx')]))])"
278,Walk,26.50807479023933,173.3943174058276,Cal,2021-02-21 22:02:44,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-21 22:02:44 -0400'), ('@startDate', '2021-02-21 21:26:53 -0400'), ('@endDate', '2021-02-21 21:31:20 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'BBDD4A4C-7065-4DFF-9E16-9F9247084357')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-21_8.31pm.gpx')]))])"
279,Run,20.80718676646551,294.0245216854781,Cal,2021-02-21 22:23:39,
280,Strength,27.63931885162989,337.0850000000008,Cal,2021-02-21 22:51:24,
281,Walk,13.3584054172039,72.10715391755426,Cal,2021-02-22 15:33:18,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-22 15:33:19 -0400'), ('@startDate', '2021-02-22 15:19:56 -0400'), ('@endDate', '2021-02-22 15:33:16 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '01797F11-1831-475E-9467-9A75637AA42C')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-22_2.33pm.gpx')]))])"
282,Walk,27.83205013275147,146.1876912877374,Cal,2021-02-22 19:37:24,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-22 19:37:26 -0400'), ('@startDate', '2021-02-22 19:11:21 -0400'), ('@endDate', '2021-02-22 19:34:24 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '8ACDC769-882A-4BB0-B6DE-87A25B2244B0')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-22_6.34pm.gpx')]))])"
283,Walk,19.3222998658816,188.8579674752751,Cal,2021-02-22 20:40:09,
284,Run,8.07839503288269,111.5973389253094,Cal,2021-02-22 20:48:20,
285,Walk,6.654011565446853,51.03795140880248,Cal,2021-02-22 20:55:07,
286,Strength,19.71131188472112,137.3166558175509,Cal,2021-02-22 21:16:48,
287,Walk,60.54441690444946,307.3887776515208,Cal,2021-02-23 23:54:35,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-23 23:54:37 -0400'), ('@startDate', '2021-02-23 23:24:46 -0400'), ('@endDate', '2021-02-23 23:54:33 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '3311258F-CCF5-443C-AE83-CA5919D076DD')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-23_10.54pm.gpx')]))])"
288,Walk,25.17344261606534,109.9740000000002,Cal,2021-02-24 00:19:53,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-24 00:19:54 -0400'), ('@startDate', '2021-02-23 23:54:40 -0400'), ('@endDate', '2021-02-24 00:19:50 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '38FBC277-17A0-49C6-B3CC-2F9F995533CE')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-23_11.19pm.gpx')]))])"
289,Walk,65.61269151568413,396.4854346622196,Cal,2021-02-25 14:14:43,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-25 14:14:47 -0400'), ('@startDate', '2021-02-25 13:03:26 -0400'), ('@endDate', '2021-02-25 14:06:12 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '76149B70-465C-4B58-8039-9281C96B23E4')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-25_1.06pm.gpx')]))])"
290,Run,31.88361536661784,505.8010843974014,Cal,2021-02-25 14:55:05,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-25 14:55:07 -0400'), ('@startDate', '2021-02-25 14:23:10 -0400'), ('@endDate', '2021-02-25 14:55:03 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'A1B19AE7-18AC-4C00-8D47-156DCD6259F4')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-25_1.55pm.gpx')]))])"
291,Strength,8.03806604941686,112.1301769244912,Cal,2021-02-25 15:13:11,
292,Walk,29.32260061701139,134.8535873538016,Cal,2021-02-27 01:19:41,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 01:19:43 -0400'), ('@startDate', '2021-02-27 00:50:19 -0400'), ('@endDate', '2021-02-27 01:17:32 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'B4481E3D-FC59-4A8A-92E8-62DF41957636')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_12.17am.gpx')]))])"
293,Walk,13.2730188091596,59.13336258639659,Cal,2021-02-27 02:45:59,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 02:45:59 -0400'), ('@startDate', '2021-02-27 02:45:47 -0400'), ('@endDate', '2021-02-27 02:45:56 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '4A728061-176C-4392-BAF1-AB5EC33A64F3')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_1.45am.gpx')]))])"
294,Walk,18.8812347471714,73.01907915285534,Cal,2021-02-27 15:38:37,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 15:38:38 -0400'), ('@startDate', '2021-02-27 15:29:49 -0400'), ('@endDate', '2021-02-27 15:38:34 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '85E835E1-3894-488E-8843-8500BB77184D')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_2.38pm.gpx')]))])"
295,Walk,16.18747075001399,79.25425279422385,Cal,2021-02-27 16:41:27,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 16:41:28 -0400'), ('@startDate', '2021-02-27 16:35:22 -0400'), ('@endDate', '2021-02-27 16:41:25 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'AEB3F327-3FD1-4923-B10D-1A2338DACE3D')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_3.41pm.gpx')]))])"
296,Walk,38.41028314431508,134.5071788667352,Cal,2021-02-27 17:48:57,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 17:48:58 -0400'), ('@startDate', '2021-02-27 17:20:34 -0400'), ('@endDate', '2021-02-27 17:48:54 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '090B0EF2-2EA3-4410-97DD-D046B577EDF4')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_4.48pm.gpx')]))])"
297,Walk,17.24759483337402,87.09534729928542,Cal,2021-02-27 20:02:20,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 20:02:21 -0400'), ('@startDate', '2021-02-27 19:44:27 -0400'), ('@endDate', '2021-02-27 20:02:18 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '6E226EED-90B3-4964-8C73-5A7C065F3CEC')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_7.02pm.gpx')]))])"
298,Walk,28.13070946733157,154.3809412117058,Cal,2021-02-27 20:34:42,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 20:34:44 -0400'), ('@startDate', '2021-02-27 20:05:40 -0400'), ('@endDate', '2021-02-27 20:34:40 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'B7735C9D-FB7B-4C57-99E1-45BDD5E69E63')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_7.34pm.gpx')]))])"
299,Walk,26.8746788183848,175.3159620937938,Cal,2021-02-27 21:10:11,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-27 21:10:13 -0400'), ('@startDate', '2021-02-27 20:43:17 -0400'), ('@endDate', '2021-02-27 21:10:09 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'CD938197-E23C-467A-87DC-DDB10ED597E8')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-27_8.10pm.gpx')]))])"
300,Walk,25.21443276604017,97.95585778950704,Cal,2021-02-28 01:44:04,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-28 01:44:05 -0400'), ('@startDate', '2021-02-28 01:28:55 -0400'), ('@endDate', '2021-02-28 01:36:58 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'EDCD29FF-5AB0-4C57-94A1-B83B9D82C1C1')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-28_12.36am.gpx')]))])"
301,Walk,33.70728808045387,130.7499802036754,Cal,2021-02-28 15:41:59,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-28 15:42:00 -0400'), ('@startDate', '2021-02-28 15:27:00 -0400'), ('@endDate', '2021-02-28 15:41:57 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'A50B4BD9-8FA8-4ED0-855E-0EB562E103B6')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-28_2.41pm.gpx')]))])"
302,Walk,34.24367828766505,190.8870397797803,Cal,2021-02-28 16:41:45,
303,Walk,22.51325288812319,105.1603368227381,Cal,2021-02-28 18:15:41,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-28 18:15:41 -0400'), ('@startDate', '2021-02-28 17:22:49 -0400'), ('@endDate', '2021-02-28 17:33:32 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '2BBC2B1D-B80F-41C2-A0E5-E76C86B2BDF3')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-28_4.33pm.gpx')]))])"
304,Walk,17.38952641685804,88.80964486011933,Cal,2021-02-28 19:24:45,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-02-28 19:24:46 -0400'), ('@startDate', '2021-02-28 19:07:18 -0400'), ('@endDate', '2021-02-28 19:24:43 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'E3E1D104-09C1-4D5A-9055-B0E66854E707')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-02-28_6.24pm.gpx')]))])"
305,Walk,46.17302178343137,150.6971885048148,Cal,2021-03-01 20:52:34,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-03-01 20:52:38 -0400'), ('@startDate', '2021-03-01 20:05:33 -0400'), ('@endDate', '2021-03-01 20:52:31 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', '5DF1E94B-EB39-4AC1-A46F-9EDF62A2EE7A')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-03-01_7.52pm.gpx')]))])"
306,Walk,25.78923512895902,101.4298628572271,Cal,2021-03-02 15:49:57,"OrderedDict([('@sourceName', 'BTE-Watch'), ('@sourceVersion', '7.1'), ('@creationDate', '2021-03-02 15:49:58 -0400'), ('@startDate', '2021-03-02 15:34:12 -0400'), ('@endDate', '2021-03-02 15:49:54 -0400'), ('MetadataEntry', [OrderedDict([('@key', 'HKMetadataKeySyncVersion'), ('@value', '2')]), OrderedDict([('@key', 'HKMetadataKeySyncIdentifier'), ('@value', 'E2341576-9CC4-46B4-81C6-A406F7F6BD4F')])]), ('FileReference', OrderedDict([('@path', '/workout-routes/route_2021-03-02_2.49pm.gpx')]))])"
